"","X","t","n"
"20271",20271,"2009-05-26 06:00:00",23
"20272",20272,"2009-05-26 07:00:00",22
"20273",20273,"2009-05-26 08:00:00",55
"20274",20274,"2009-05-26 09:00:00",55
"20275",20275,"2009-05-26 10:00:00",67
"20276",20276,"2009-05-26 11:00:00",69
"20277",20277,"2009-05-26 12:00:00",83
"20278",20278,"2009-05-26 13:00:00",74
"20279",20279,"2009-05-26 14:00:00",78
"20280",20280,"2009-05-26 15:00:00",73
"20281",20281,"2009-05-26 16:00:00",57
"20282",20282,"2009-05-26 17:00:00",45
"20283",20283,"2009-05-26 18:00:00",81
"20284",20284,"2009-05-26 19:00:00",82
"20285",20285,"2009-05-26 20:00:00",59
"20286",20286,"2009-05-26 21:00:00",56
"20287",20287,"2009-05-26 22:00:00",93
"20288",20288,"2009-05-26 23:00:00",37
"20289",20289,"2009-05-27 00:00:00",78
"20290",20290,"2009-05-27 01:00:00",20
"20291",20291,"2009-05-27 02:00:00",15
"20292",20292,"2009-05-27 03:00:00",9
"20293",20293,"2009-05-27 04:00:00",8
"20294",20294,"2009-05-27 05:00:00",8
"20295",20295,"2009-05-27 06:00:00",25
"20296",20296,"2009-05-27 07:00:00",21
"20297",20297,"2009-05-27 08:00:00",32
"20298",20298,"2009-05-27 09:00:00",55
"20299",20299,"2009-05-27 10:00:00",62
"20300",20300,"2009-05-27 11:00:00",58
"20301",20301,"2009-05-27 12:00:00",67
"20302",20302,"2009-05-27 13:00:00",67
"20303",20303,"2009-05-27 14:00:00",30
"20304",20304,"2009-05-27 15:00:00",62
"20305",20305,"2009-05-27 16:00:00",45
"20306",20306,"2009-05-27 17:00:00",60
"20307",20307,"2009-05-27 18:00:00",72
"20308",20308,"2009-05-27 19:00:00",52
"20309",20309,"2009-05-27 20:00:00",64
"20310",20310,"2009-05-27 21:00:00",49
"20311",20311,"2009-05-27 22:00:00",96
"20312",20312,"2009-05-27 23:00:00",77
"20313",20313,"2009-05-28 00:00:00",83
"20314",20314,"2009-05-28 01:00:00",23
"20315",20315,"2009-05-28 02:00:00",19
"20316",20316,"2009-05-28 03:00:00",6
"20317",20317,"2009-05-28 04:00:00",9
"20318",20318,"2009-05-28 05:00:00",9
"20319",20319,"2009-05-28 06:00:00",24
"20320",20320,"2009-05-28 07:00:00",29
"20321",20321,"2009-05-28 08:00:00",48
"20322",20322,"2009-05-28 09:00:00",92
"20323",20323,"2009-05-28 10:00:00",82
"20324",20324,"2009-05-28 11:00:00",64
"20325",20325,"2009-05-28 12:00:00",71
"20326",20326,"2009-05-28 13:00:00",73
"20327",20327,"2009-05-28 14:00:00",88
"20328",20328,"2009-05-28 15:00:00",89
"20329",20329,"2009-05-28 16:00:00",59
"20330",20330,"2009-05-28 17:00:00",76
"20331",20331,"2009-05-28 18:00:00",50
"20332",20332,"2009-05-28 19:00:00",79
"20333",20333,"2009-05-28 20:00:00",69
"20334",20334,"2009-05-28 21:00:00",65
"20335",20335,"2009-05-28 22:00:00",81
"20336",20336,"2009-05-28 23:00:00",57
"20337",20337,"2009-05-29 00:00:00",79
"20338",20338,"2009-05-29 01:00:00",26
"20339",20339,"2009-05-29 02:00:00",17
"20340",20340,"2009-05-29 03:00:00",13
"20341",20341,"2009-05-29 04:00:00",14
"20342",20342,"2009-05-29 05:00:00",5
"20343",20343,"2009-05-29 06:00:00",18
"20344",20344,"2009-05-29 07:00:00",39
"20345",20345,"2009-05-29 08:00:00",55
"20346",20346,"2009-05-29 09:00:00",55
"20347",20347,"2009-05-29 10:00:00",60
"20348",20348,"2009-05-29 11:00:00",73
"20349",20349,"2009-05-29 12:00:00",87
"20350",20350,"2009-05-29 13:00:00",69
"20351",20351,"2009-05-29 14:00:00",74
"20352",20352,"2009-05-29 15:00:00",65
"20353",20353,"2009-05-29 16:00:00",64
"20354",20354,"2009-05-29 17:00:00",59
"20355",20355,"2009-05-29 18:00:00",50
"20356",20356,"2009-05-29 19:00:00",54
"20357",20357,"2009-05-29 20:00:00",49
"20358",20358,"2009-05-29 21:00:00",37
"20359",20359,"2009-05-29 22:00:00",57
"20360",20360,"2009-05-29 23:00:00",45
"20361",20361,"2009-05-30 00:00:00",80
"20362",20362,"2009-05-30 01:00:00",25
"20363",20363,"2009-05-30 02:00:00",10
"20364",20364,"2009-05-30 03:00:00",10
"20365",20365,"2009-05-30 04:00:00",6
"20366",20366,"2009-05-30 05:00:00",5
"20367",20367,"2009-05-30 06:00:00",7
"20368",20368,"2009-05-30 07:00:00",18
"20369",20369,"2009-05-30 08:00:00",25
"20370",20370,"2009-05-30 09:00:00",38
"20371",20371,"2009-05-30 10:00:00",53
"20372",20372,"2009-05-30 11:00:00",45
"20373",20373,"2009-05-30 12:00:00",58
"20374",20374,"2009-05-30 13:00:00",59
"20375",20375,"2009-05-30 14:00:00",47
"20376",20376,"2009-05-30 15:00:00",37
"20377",20377,"2009-05-30 16:00:00",29
"20378",20378,"2009-05-30 17:00:00",35
"20379",20379,"2009-05-30 18:00:00",30
"20380",20380,"2009-05-30 19:00:00",22
"20381",20381,"2009-05-30 20:00:00",21
"20382",20382,"2009-05-30 21:00:00",31
"20383",20383,"2009-05-30 22:00:00",32
"20384",20384,"2009-05-30 23:00:00",57
"20385",20385,"2009-05-31 00:00:00",84
"20386",20386,"2009-05-31 01:00:00",18
"20387",20387,"2009-05-31 02:00:00",13
"20388",20388,"2009-05-31 03:00:00",9
"20389",20389,"2009-05-31 04:00:00",18
"20390",20390,"2009-05-31 05:00:00",12
"20391",20391,"2009-05-31 06:00:00",7
"20392",20392,"2009-05-31 07:00:00",10
"20393",20393,"2009-05-31 08:00:00",26
"20394",20394,"2009-05-31 09:00:00",19
"20395",20395,"2009-05-31 10:00:00",42
"20396",20396,"2009-05-31 11:00:00",32
"20397",20397,"2009-05-31 12:00:00",38
"20398",20398,"2009-05-31 13:00:00",49
"20399",20399,"2009-05-31 14:00:00",47
"20400",20400,"2009-05-31 15:00:00",46
"20401",20401,"2009-05-31 16:00:00",44
"20402",20402,"2009-05-31 17:00:00",50
"20403",20403,"2009-05-31 18:00:00",49
"20404",20404,"2009-05-31 19:00:00",55
"20405",20405,"2009-05-31 20:00:00",63
"20406",20406,"2009-05-31 21:00:00",62
"20407",20407,"2009-05-31 22:00:00",39
"20408",20408,"2009-05-31 23:00:00",40
